date,stock_id,rank,turnover,per,yield,pbr
2017-04-05,1319,120,186237991,12.94,4.02,1.63
2017-04-05,1314,121,183638995,,0.0,0.53
2017-04-05,2489,122,181602582,10.79,7.8,1.23
2017-04-05,1339,123,181002378,11.94,4.06,1.21
2017-04-05,2385,124,180664560,15.31,5.35,2.24
2017-04-05,3044,125,179191940,12.5,3.82,1.51
2017-04-05,3545,126,178103581,57.36,1.55,1.06
2017-04-05,1452,127,177403647,15.33,5.22,1.26
2017-04-05,3346,128,174360439,41.18,2.38,6.45
2017-04-05,6415,129,173931976,32.13,0.89,5.76
2017-04-05,1229,130,170638766,11.14,7.95,1.09
2017-04-05,3653,131,166472726,30.13,2.9,1.69
2017-04-05,3017,132,165499070,10.97,4.5,1.12
2017-04-05,3005,133,165015970,11.61,7.0,1.76
2017-04-05,1262,134,164323964,13.55,3.0,2.39
2017-04-05,9945,135,162562041,6.42,5.44,1.58
2017-04-05,6283,136,161905152,66.57,0.0,4.2
2017-04-05,2352,137,160813042,8.12,7.35,1.2
2017-04-05,9921,138,160185570,22.09,2.77,3.39
2017-04-05,2355,139,159119742,9.78,5.23,1.51
2017-04-05,6142,140,157936404,16.55,5.64,0.82
2017-04-05,8464,141,156735263,22.16,3.58,7.08
2017-04-05,1463,142,155126389,6.53,12.79,1.7
2017-04-05,9910,143,152198784,18.37,4.24,5.91
2017-04-05,2609,144,152154586,,0.0,1.34
2017-04-05,3702,145,151250177,12.53,6.22,1.34
2017-04-05,2393,146,149900798,11.87,6.15,1.24
2017-04-05,2059,147,148325921,26.05,2.35,4.73
2017-04-05,2603,148,147507776,,0.0,0.96
2017-04-05,3016,149,145653302,350.0,0.0,2.53
2017-04-05,2633,150,144986399,28.92,2.8,1.97
2017-07-03,2317,1,5650701918,13.53,3.86,1.81
2017-07-03,2330,2,4382736445,15.18,3.35,3.72
2017-07-03,2454,3,2673899791,16.17,3.55,1.67
2017-07-03,3481,4,2252059568,7.28,0.61,0.69
2017-07-03,2303,5,2187918756,16.94,3.47,0.81
2017-07-03,2409,6,2036418576,5.72,4.13,0.69
2017-07-03,3008,7,1772128300,26.61,1.33,7.97
2017-07-03,2337,8,1552310122,73.04,0.0,3.31
2017-07-03,2881,9,1522047440,10.25,4.27,1.16
2017-07-03,3406,10,1314171277,180.41,0.0,5.03
2017-07-03,5264,11,1191220044,16.51,3.7,1.33
2017-07-03,1476,12,1190404711,32.22,2.73,6.98
2017-07-03,1216,13,1186318625,23.68,3.44,3.63
2017-07-03,6456,14,993612668,20.19,1.75,5.59
2017-07-03,2882,15,988075608,12.99,4.12,1.21
2017-07-03,9910,16,943842387,22.78,3.55,7.15
2017-07-03,6116,17,780836398,4.42,5.39,0.77
2017-07-03,2412,18,742941577,22.24,4.53,2.26
2017-07-03,2474,19,710669398,14.09,2.74,2.38
2017-07-03,2603,20,693497290,,0.0,1.14
2017-07-03,2308,21,646771343,22.48,3.07,3.45
2017-07-03,2049,22,635688408,37.57,0.9,3.89
2017-07-03,1326,23,631629892,11.52,5.82,1.71
2017-07-03,2002,24,617224400,20.32,3.35,1.29
2017-07-03,2311,25,577650862,15.56,3.59,1.9
2017-07-03,3045,26,568184870,20.18,4.87,4.85
2017-07-03,8112,27,530009706,8.9,7.45,1.74
2017-07-03,2408,28,510225326,5.93,2.76,1.54
2017-07-03,2356,29,508310165,17.89,5.71,1.68
2017-07-03,4938,30,508096144,13.15,5.12,1.71
2017-07-03,2884,31,492632149,12.5,6.56,1.24
2017-07-03,3545,32,490650618,35.97,1.73,0.98
2017-07-03,2891,33,488383479,12.35,5.0,1.34
2017-07-03,2354,34,479419028,14.02,4.13,1.01
2017-07-03,1477,35,469924971,25.95,4.47,3.57
2017-07-03,1314,36,468452300,170.0,0.0,0.53
2017-07-03,1303,37,460622819,11.02,5.96,1.74
2017-07-03,2344,38,430006967,22.97,3.31,1.41
2017-07-03,2351,39,418178475,15.98,3.91,2.25
2017-07-03,2886,40,413562964,15.71,5.55,1.16
2017-07-03,2439,41,411424815,15.58,4.76,4.05
2017-07-03,1301,42,407774199,13.58,4.95,1.86
2017-07-03,6165,43,386061692,,0.0,7.23
2017-07-03,2883,44,375803861,19.49,5.7,0.78
2017-07-03,2357,45,362208845,11.4,5.92,1.14
2017-07-03,2890,46,349115625,12.64,7.38,0.74
2017-07-03,1319,47,348167941,14.73,3.68,1.76
2017-07-03,2912,48,344324137,27.98,2.94,9.11
2017-07-03,2105,49,340239795,18.98,4.59,2.46
2017-07-03,3060,50,330922765,26.32,4.29,1.38
2017-07-03,3673,51,329138294,,0.0,1.12
2017-07-03,4904,52,324998867,22.78,4.77,3.47
2017-07-03,2887,53,322588036,13.29,6.88,0.96
2017-07-03,2892,54,317591980,14.17,6.86,1.25
2017-07-03,2383,55,317552766,15.6,3.28,4.22
2017-07-03,2382,56,316354055,19.35,4.87,2.06
2017-07-03,9904,57,315239974,10.92,3.47,1.7
2017-07-03,3665,58,308980943,23.73,3.33,3.88
2017-07-03,1536,59,294427420,33.71,2.36,5.81
2017-07-03,2618,60,286906077,37.56,3.25,1.19
2017-07-03,2498,61,285175318,,0.0,1.23
2017-07-03,2345,62,278574276,19.85,3.97,4.6
2017-07-03,1909,63,268011539,11.13,4.32,1.57
2017-07-03,2377,64,267190910,11.67,6.38,2.14
2017-07-03,2456,65,264609226,15.78,5.0,2.68
2017-07-03,5871,66,259576642,12.62,3.94,2.43
2017-07-03,9938,67,249845150,22.35,2.63,4.29
2017-07-03,2449,68,248568664,12.35,5.81,1.5
2017-07-03,1215,69,243648348,13.76,4.12,2.93
2017-07-03,4426,70,242726419,20.62,3.23,3.89
2017-07-03,6505,71,231486306,11.48,5.66,3.06
2017-07-03,2548,72,225727548,7.86,7.8,1.33
2017-07-03,4958,73,219825760,16.74,3.02,1.6
2017-07-03,1455,74,218921099,14.78,3.03,0.78
2017-07-03,1262,75,211776050,9.69,0.89,1.82
2017-07-03,2014,76,209897609,5.71,0.0,1.46
2017-07-03,6269,77,209811872,15.4,3.98,2.02
2017-07-03,1229,78,207795987,11.65,7.24,1.17
2017-07-03,2885,79,205313552,12.03,3.37,0.78
2017-07-03,6230,80,203782635,13.57,5.68,3.01
2017-07-03,2609,81,202735722,,0.0,1.27
2017-07-03,2360,82,199542900,22.78,3.47,3.27
2017-07-03,1101,83,192916838,18.76,4.09,1.21
2017-07-03,2404,84,192899700,12.02,8.42,2.51
2017-07-03,3413,85,191126188,15.54,2.85,3.96
2017-07-03,2615,86,188785378,44.75,2.23,1.22
2017-07-03,1210,87,188267387,10.83,4.59,1.48
2017-07-03,2023,88,186989375,7.43,7.35,0.84
2017-07-03,2327,89,186007019,13.09,2.91,2.2
2017-07-03,8150,90,183326849,7.5,3.21,1.45
2017-07-03,8464,91,182697964,27.36,2.85,8.72
2017-07-03,2880,92,179334549,14.55,6.82,1.15
2017-07-03,2352,93,174526490,8.97,5.73,1.53
2017-07-03,2823,94,174202752,15.43,5.62,1.31
2017-07-03,3231,95,171855759,25.28,4.82,1.23
2017-07-03,2496,96,167536519,59.47,1.11,4.96
2017-07-03,2313,97,167401523,16.49,2.46,1.45
2017-07-03,2888,98,166446356,18.07,2.46,0.66
2017-07-03,5880,99,164566194,13.77,6.46,0.97
2017-07-03,2325,100,163964286,16.37,3.58,2.26
2017-07-03,2328,101,163378161,11.77,2.57,1.4
2017-07-03,2448,102,161693360,,0.0,0.61
2017-07-03,3376,103,158205088,18.2,3.0,1.53
2017-07-03,5522,104,156181914,9.76,9.81,0.74
2017-07-03,2395,105,153730099,24.66,3.37,5.22
2017-07-03,2324,106,152168490,11.84,5.83,0.87
2017-07-03,3443,107,152082880,31.95,2.75,4.49
2017-07-03,2031,108,148165097,9.34,6.83,1.33
2017-07-03,1710,109,147399451,,0.81,1.56
2017-07-03,4977,110,144608562,15.72,5.15,3.55
2017-07-03,9941,111,144169436,16.82,4.33,3.04
2017-07-03,6414,112,141765912,29.78,2.64,5.01
2017-07-03,4968,113,140433156,80.43,1.51,6.76
2017-07-03,5534,114,139109516,7.26,8.58,1.56
2017-07-03,6108,115,137300384,9.74,6.24,1.4
2017-07-03,1590,116,136085598,31.04,1.47,6.06
2017-07-03,2231,117,132879498,35.41,2.45,11.93
2017-07-03,4414,118,130408664,,0.0,2.58
2017-07-03,1312,119,130195636,7.53,4.69,1.05
2017-07-03,2458,120,129126998,26.31,3.64,2.55
2017-07-03,0050,121,124698923,,,
2017-07-03,3034,122,123332944,16.09,5.62,2.63
2017-07-03,6176,123,120865854,9.11,6.65,1.41
2017-07-03,2451,124,120781279,14.47,6.3,1.97
2017-07-03,3189,125,120623133,19.13,3.77,1.23
2017-07-03,2421,126,118506088,15.31,5.04,2.47
2017-07-03,1402,127,118332144,19.92,3.19,0.71
2017-07-03,6452,128,118323364,33.21,2.1,5.6
2017-07-03,6285,129,116603120,15.23,4.41,2.36
2017-07-03,2542,130,116521185,14.93,9.88,1.65
2017-07-03,2801,131,116369029,13.53,5.27,1.12
2017-07-03,2606,132,116351577,,2.31,1.24
2017-07-03,8081,133,115280264,15.63,6.85,1.54
2017-07-03,6239,134,113455762,14.48,4.25,1.99
2017-07-03,3044,135,111368437,13.38,4.39,1.77
2017-07-03,2301,136,111133439,12.16,5.76,1.57
2017-07-03,2601,137,110941589,,0.0,0.62
2017-07-03,6271,138,110089799,23.65,4.72,2.0
2017-07-03,2034,139,106160491,12.24,6.87,1.39
2017-07-03,8404,140,105656378,26.81,2.02,2.86
2017-07-03,3019,141,104807395,43.41,1.87,1.41
2017-07-03,2371,142,104378467,,0.0,1.01
2017-07-03,2369,143,103367284,20.77,3.39,0.89
2017-07-03,3229,144,100416302,,0.0,3.12
2017-07-03,3006,145,100269253,17.61,3.89,1.4
2017-07-03,1560,146,99918273,17.39,4.13,2.61
2017-07-03,1718,147,99094783,,0.0,0.47
2017-07-03,9939,148,95274870,13.09,4.16,1.51
2017-07-03,2406,149,94918510,,0.0,0.97
2017-07-03,3706,150,94098780,10.0,6.44,0.91
2017-10-02,2408,1,6975070848,7.98,1.65,2.56
2017-10-02,2330,2,6233064680,16.3,3.17,4.26
2017-10-02,2474,3,4457697725,11.95,3.19,2.07
2017-10-02,3406,4,3202261356,68.22,0.0,6.32
2017-10-02,3443,5,2757609836,50.0,1.55,8.64
2017-10-02,2317,6,2654340069,12.4,4.21,1.75
2017-10-02,3008,7,2217529350,29.25,1.16,9.57
2017-10-02,3661,8,2216393906,41.63,0.0,2.48
2017-10-02,3019,9,1783811216,76.82,0.86,3.05
2017-10-02,6456,10,1652681175,21.19,1.28,5.36
2017-10-02,2344,11,1444000029,31.08,2.19,2.17
2017-10-02,2454,12,1361604930,20.69,3.3,1.83
2017-10-02,2439,13,1245196709,15.56,4.44,4.73
2017-10-02,2049,14,1240567940,43.36,0.64,5.3
2017-10-02,5269,15,1226692635,66.18,1.29,15.78
2017-10-02,2337,16,1199967813,40.63,0.0,4.5
2017-10-02,3673,17,1139215138,18.48,0.0,1.23
2017-10-02,1476,18,970271516,31.71,2.78,7.9
2017-10-02,4938,19,905599084,11.33,6.03,1.51
2017-10-02,3380,20,894740126,20.08,4.18,1.3
2017-10-02,4952,21,807159855,16.88,6.4,3.04
2017-10-02,2412,22,760982608,21.47,4.77,2.32
2017-10-02,2421,23,743924925,20.0,3.5,3.79
2017-10-02,2308,24,742901128,21.37,3.24,3.49
2017-10-02,3481,25,736051654,3.75,0.7,0.57
2017-10-02,2313,26,729428606,18.48,1.7,2.1
2017-10-02,2448,27,659965119,139.29,0.0,0.84
2017-10-02,1303,28,644548545,10.72,6.05,1.84
2017-10-02,1515,29,643792281,73.66,1.01,4.02
2017-10-02,2383,30,621085500,15.49,3.15,4.6
2017-10-02,3665,31,608698850,31.64,2.21,4.93
2017-10-02,4976,32,591239030,,0.0,3.73
2017-10-02,3018,33,591098228,121.28,0.35,4.53
2017-10-02,2498,34,565516478,,0.0,1.31
2017-10-02,6209,35,560647126,,1.04,2.19
2017-10-02,1455,36,536085380,43.8,2.74,0.9
2017-10-02,2351,37,529893868,20.5,3.05,3.03
2017-10-02,1319,38,507215950,16.02,3.29,2.03
2017-10-02,4739,39,497923261,39.41,2.23,4.19
2017-10-02,1909,40,488184043,15.27,3.12,2.29
2017-10-02,3583,41,481141806,26.68,2.76,2.92
2017-10-02,8150,42,473166332,7.29,3.29,1.45
2017-10-02,3413,43,469003710,17.02,2.1,5.27
2017-10-02,4906,44,460316102,13.38,5.81,0.97
2017-10-02,3003,45,447736822,24.25,2.12,2.61
2017-10-02,6116,46,433054500,4.6,4.12,1.03
2017-10-02,2345,47,428589413,23.63,3.12,6.57
2017-10-02,3533,48,398140324,19.08,2.06,2.36
2017-10-02,5871,49,390352551,10.75,4.47,2.23
2017-10-02,1526,50,386759968,26.6,2.01,3.02
2017-10-02,2360,51,374250050,25.4,2.93,4.0
2017-10-02,6269,52,368183866,14.73,3.73,2.25
2017-10-02,2357,53,365177456,11.07,6.88,1.06
2017-10-02,2301,54,362096946,10.79,6.61,1.45
2017-10-02,2354,55,342904738,14.86,4.31,1.0
2017-10-02,2327,56,340735315,24.94,1.41,4.25
2017-10-02,4943,57,333728280,178.23,0.68,8.6
2017-10-02,2456,58,332196321,22.98,4.55,2.32
2017-10-02,2311,59,327039389,13.01,3.71,1.81
2017-10-02,2303,60,312780423,18.7,3.3,0.87
2017-10-02,1314,61,308891221,8.63,0.0,0.6
2017-10-02,2881,62,305039952,11.83,4.21,1.15
2017-10-02,8404,63,304233798,39.44,1.41,3.95
2017-10-02,2409,64,303973397,3.52,4.61,0.6
2017-10-02,1301,65,303142527,13.58,5.01,1.92
2017-10-02,2603,66,302877970,72.4,0.0,1.2
2017-10-02,6451,67,300902432,21.79,4.89,2.21
2017-10-02,3532,68,300289008,69.61,0.63,4.07
2017-10-02,2882,69,299901083,10.78,4.14,1.16
2017-10-02,6120,70,281595725,39.85,1.05,1.53
2017-10-02,2104,71,279425061,11.9,4.43,1.43
2017-10-02,2891,72,273775652,11.21,5.25,1.31
2017-10-02,1590,73,271180050,30.67,1.26,6.93
2017-10-02,0050,74,265639968,,,
2017-10-02,1216,75,263427426,24.36,3.35,3.97
2017-10-02,1536,76,262498612,31.79,2.43,6.15
2017-10-02,3653,77,258974371,37.62,2.58,1.97
2017-10-02,2314,78,250592438,41.68,0.31,3.23
2017-10-02,3006,79,250490372,15.84,3.36,1.66
2017-10-02,2382,80,249439590,18.28,4.99,2.15
2017-10-02,2492,81,241072107,19.51,1.53,2.83
2017-10-02,2356,82,232991388,14.84,6.26,1.61
2017-10-02,3231,83,229805200,19.19,5.93,1.01
2017-10-02,6505,84,221269106,13.75,5.61,3.53
2017-10-02,6239,85,217677912,13.08,4.46,2.0
2017-10-02,1444,86,216714189,,0.0,0.96
2017-10-02,3346,87,216493127,24.73,3.46,4.77
2017-10-02,2377,88,214638794,11.5,6.84,2.24
2017-10-02,6196,89,212235763,12.28,5.09,1.5
2017-10-02,2888,90,209805117,12.71,2.16,0.7
2017-10-02,6176,91,205645897,9.13,6.28,1.55
2017-10-02,1326,92,204399547,12.2,6.09,1.73
2017-10-02,3045,93,200214785,19.41,5.16,5.5
2017-10-02,4919,94,193600862,20.54,3.95,3.83
2017-10-02,3504,95,191450940,,0.0,2.56
2017-10-02,6414,96,190118336,33.89,2.26,6.16
2017-10-02,2444,97,183586940,742.0,1.16,3.46
2017-10-02,2912,98,183359982,25.55,3.15,10.27
2017-10-02,2401,99,183306338,22.4,2.98,1.12
2017-10-02,3545,100,180346198,39.73,1.79,0.99
2017-10-02,2449,101,179496552,13.4,5.89,1.57
2017-10-02,2352,102,176104892,7.57,6.1,1.49
2017-10-02,1560,103,173755680,16.99,3.8,3.01
2017-10-02,5285,104,166206983,30.58,2.09,3.59
2017-10-02,3189,105,166028559,24.95,4.08,1.19
2017-10-02,6573,106,164309332,16.43,2.1,2.69
2017-10-02,2395,107,163143339,23.23,3.42,5.55
2017-10-02,1210,108,157617467,11.75,4.56,1.55
2017-10-02,2455,109,154396658,32.8,4.15,4.47
2017-10-02,2823,110,153576901,16.88,5.92,1.17
2017-10-02,3694,111,153418532,35.92,0.0,1.5
2017-10-02,6139,112,152454327,11.94,4.05,1.08
2017-10-02,2436,113,151537623,41.91,1.75,2.05
2017-10-02,3576,114,150179600,,0.0,1.14
2017-10-02,5264,115,150038650,15.88,3.96,1.26
2017-10-02,2369,116,147602972,23.84,2.87,1.08
2017-10-02,1312,117,145805964,8.72,4.25,1.2
2017-10-02,4915,118,145198505,16.9,3.35,3.12
2017-10-02,1522,119,144369592,11.17,5.81,1.76
2017-10-02,4977,120,142576608,21.9,3.77,5.46
2017-10-02,4148,121,139100640,26.81,1.76,4.33
2017-10-02,2415,122,136873128,16.36,2.67,1.98
2017-10-02,3376,123,133166384,14.3,3.59,1.3
2017-10-02,2002,124,133030580,21.88,3.47,1.28
2017-10-02,4551,125,129233277,31.55,2.23,6.65
2017-10-02,1101,126,128252817,17.44,4.31,1.17
2017-10-02,3034,127,128076711,15.03,6.11,2.7
2017-10-02,4960,128,127998656,,0.0,0.74
2017-10-02,1723,129,127479250,26.87,3.57,4.94
2017-10-02,3049,130,126834748,13.51,0.0,1.17
2017-10-02,2886,131,126523354,11.77,5.94,1.13
2017-10-02,2610,132,126414091,,0.0,1.17
2017-10-02,4968,133,125892857,55.76,1.58,6.58
2017-10-02,1338,134,125309550,13.53,3.48,1.6
2017-10-02,1904,135,120833996,15.37,2.69,1.06
2017-10-02,6477,136,120162313,,0.84,1.49
2017-10-02,8105,137,119182659,16.5,0.88,1.22
2017-10-02,2371,138,118656979,,0.0,0.96
2017-10-02,4935,139,117061335,11.59,6.49,1.02
2017-10-02,6415,140,114600150,34.59,0.7,6.68
2017-10-02,6452,141,114205600,30.07,2.25,5.42
2017-10-02,2231,142,113783218,32.32,2.62,13.18
2017-10-02,2892,143,112743619,12.83,7.18,1.25
2017-10-02,6168,144,112382558,30.45,0.0,1.35
2017-10-02,2105,145,112352805,22.23,4.93,2.49
2017-10-02,2542,146,112056899,12.9,12.42,1.56
2017-10-02,2324,147,109204882,15.32,5.59,0.95
2017-10-02,3044,148,108050180,13.42,4.01,1.99
2017-10-02,6285,149,106420162,13.7,4.44,2.42
2017-10-02,4958,150,105151398,15.08,3.48,1.65
2018-01-02,2330,1,4188555408,17.52,3.01,4.21
2018-01-02,3406,2,3499920860,35.53,0.0,4.15
2018-01-02,3008,3,3106637095,22.1,1.49,6.78
2018-01-02,2317,4,2717808150,12.12,4.74,1.54
2018-01-02,2603,5,2449024384,10.95,0.0,1.12
2018-01-02,4943,6,1776998160,55.65,0.47,10.75
2018-01-02,6120,7,1742021096,62.69,0.69,2.27
2018-01-02,2367,8,1713316710,49.2,0.0,1.63
2018-01-02,2481,9,1384480759,15.96,3.09,1.71
2018-01-02,3026,10,1358139438,29.24,2.23,2.36
2018-01-02,1326,11,1280435273,12.83,5.41,1.76
2018-01-02,2412,12,1268753872,21.98,4.6,2.33
2018-01-02,2337,13,1178549107,21.58,0.0,3.62
2018-01-02,2377,14,1129378496,13.97,5.63,2.54
2018-01-02,3045,15,1035305404,19.35,5.19,5.12
2018-01-02,2345,16,1026319492,24.89,2.78,6.81
2018-01-02,3443,17,995336543,55.57,1.32,9.64
2018-01-02,1312,18,946143138,9.06,3.25,1.46
2018-01-02,6153,19,869587975,135.81,1.19,1.82
2018-01-02,3645,20,856953335,35.71,1.4,4.82
2018-01-02,2882,21,854169244,12.78,3.69,1.24
2018-01-02,2408,22,853981329,5.59,1.92,1.89
2018-01-02,8039,23,847339881,17.46,3.13,1.92
2018-01-02,3596,24,834638504,14.48,7.14,1.23
2018-01-02,2104,25,828981283,12.53,4.26,1.53
2018-01-02,6525,26,808709935,16.83,3.98,3.58
2018-01-02,2455,27,805006550,50.0,2.66,6.63
2018-01-02,2327,28,800950713,24.02,0.85,4.48
2018-01-02,2353,29,791877297,,2.1,1.27
2018-01-02,2014,30,762102106,9.96,0.0,1.7
2018-01-02,3019,31,754201515,48.0,1.02,2.51
2018-01-02,2313,32,748699638,14.93,1.5,2.21
2018-01-02,2448,33,748151148,44.42,0.0,0.97
2018-01-02,6456,34,747442200,10.26,2.02,3.0
2018-01-02,2454,35,737884500,23.87,3.26,1.79
2018-01-02,2492,36,735407834,21.55,1.19,3.17
2018-01-02,2609,37,689968945,,0.0,1.13
2018-01-02,6269,38,616481467,12.73,4.02,2.03
2018-01-02,2456,39,613536040,20.32,3.96,3.35
2018-01-02,3450,40,603406516,21.01,6.39,4.86
2018-01-02,2308,41,590516588,19.72,3.55,3.03
2018-01-02,1301,42,528887150,12.86,4.69,1.86
2018-01-02,3090,43,527953458,12.68,5.12,2.12
2018-01-02,2009,44,526735414,25.09,0.0,1.43
2018-01-02,1101,45,499370945,19.97,3.97,1.2
2018-01-02,2474,46,498558352,11.01,3.03,2.03
2018-01-02,1707,47,496557264,22.11,3.01,6.02
2018-01-02,3622,48,496155477,,0.0,0.81
2018-01-02,2409,49,449354341,3.2,4.53,0.58
2018-01-02,1303,50,438974962,9.66,5.84,1.79
2018-01-02,2464,51,426188549,24.18,4.09,2.84
2018-01-02,1216,52,415959326,23.58,3.13,3.98
2018-01-02,3231,53,401800454,17.0,6.22,0.98
2018-01-02,2618,54,392890378,15.95,3.13,1.15
2018-01-02,5285,55,390580228,28.05,1.63,3.84
2018-01-02,4938,56,381649156,11.2,6.84,1.32
2018-01-02,2891,57,381128267,11.17,4.89,1.36
2018-01-02,2444,58,377226106,315.83,1.13,3.29
2018-01-02,2027,59,375420976,14.77,3.64,1.68
2018-01-02,2887,60,374920163,12.61,6.79,0.99
2018-01-02,2344,61,365373538,18.63,2.52,1.75
2018-01-02,3018,62,346736741,220.51,0.23,6.86
2018-01-02,2498,63,346094816,,0.0,1.38
2018-01-02,1476,64,345978435,24.38,3.6,5.82
2018-01-02,2439,65,345319684,17.64,4.51,3.79
2018-01-02,2359,66,337806715,27.97,3.93,1.01
2018-01-02,1605,67,331868697,9.63,3.89,0.87
2018-01-02,4906,68,329966432,15.09,5.63,0.84
2018-01-02,2610,69,325679253,,0.0,1.16
2018-01-02,2356,70,318995616,12.97,5.98,1.6
2018-01-02,2881,71,317163581,10.56,3.92,1.17
2018-01-02,2360,72,310753720,31.65,2.02,5.35
2018-01-02,2520,73,308100106,26.46,5.07,0.94
2018-01-02,1314,74,305942649,8.65,0.0,0.67
2018-01-02,2049,75,304421433,38.1,0.56,5.78
2018-01-02,0050,76,298033251,,,
2018-01-02,3017,77,297327500,12.74,3.58,1.41
2018-01-02,2886,78,296206091,12.22,5.87,1.11
2018-01-02,8215,79,294393529,14.26,0.0,1.61
2018-01-02,5305,80,287797137,22.23,2.74,1.79
2018-01-02,5871,81,285876150,11.3,3.88,2.39
2018-01-02,3481,82,285759817,2.84,0.8,0.48
2018-01-02,2371,83,285690855,482.5,0.0,1.47
2018-01-02,2311,84,276681313,13.12,3.6,1.75
2018-01-02,1402,85,276136879,16.24,2.99,0.75
2018-01-02,3532,86,275850209,41.02,0.72,3.42
2018-01-02,6505,87,266541175,13.74,5.22,3.4
2018-01-02,2375,88,261164153,21.54,0.0,2.21
2018-01-02,9958,89,260967512,72.81,1.29,1.88
2018-01-02,2912,90,259480196,28.19,2.78,10.35
2018-01-02,6449,91,258970142,20.84,3.03,3.18
2018-01-02,3413,92,257089149,15.54,2.17,4.87
2018-01-02,5534,93,254218102,9.91,7.59,1.85
2018-01-02,2478,94,248672657,35.63,1.35,1.49
2018-01-02,2405,95,240896655,,0.59,1.98
2018-01-02,1710,96,238038444,18.0,0.63,1.89
2018-01-02,2383,97,237666652,11.02,4.52,2.95
2018-01-02,1590,98,236920969,34.82,1.03,6.54
2018-01-02,2303,99,236518771,16.76,3.51,0.82
2018-01-02,2105,100,232596502,24.16,5.8,2.06
2018-01-02,5264,101,231864000,14.14,3.94,1.23
2018-01-02,4915,102,223574260,18.19,3.03,3.24
2018-01-02,3035,103,222828246,17.05,1.75,2.61
2018-01-02,6176,104,218902213,9.71,6.43,1.44
2018-01-02,5234,105,218691773,15.27,4.17,3.1
2018-01-02,3661,106,217383860,19.91,0.0,2.08
2018-01-02,6422,107,217091254,14.12,5.25,2.12
2018-01-02,2395,108,210116508,25.21,3.4,5.76
2018-01-02,3037,109,208604305,76.36,1.79,0.61
2018-01-02,3005,110,205845700,10.82,6.67,1.94
2018-01-02,2002,111,204950796,26.85,3.44,1.27
2018-01-02,3376,112,203997530,12.92,3.81,1.19
2018-01-02,3533,113,202746825,17.1,2.01,2.3
2018-01-02,2376,114,202489977,13.61,4.92,1.44
2018-01-02,3673,115,201854607,16.0,0.0,0.92
2018-01-02,1310,116,201788397,9.28,9.71,1.68
2018-01-02,4739,117,196444856,31.59,2.3,3.6
2018-01-02,6257,118,192842895,15.46,4.94,1.49
2018-01-02,2534,119,192733139,6.66,3.78,1.45
2018-01-02,1102,120,187956859,17.63,3.19,0.75
2018-01-02,2449,121,186931969,15.17,5.82,1.53
2018-01-02,6452,122,179767828,28.22,2.2,5.0
2018-01-02,4904,123,176417120,22.24,5.1,3.55
2018-01-02,2883,124,176258390,14.03,4.95,0.9
2018-01-02,2615,125,174322587,16.01,2.02,1.3
2018-01-02,6451,126,173797834,41.37,3.88,2.72
2018-01-02,1305,127,172822186,10.95,6.07,2.18
2018-01-02,2382,128,171995556,16.08,5.65,1.85
2018-01-02,1262,129,169349900,8.23,1.72,0.98
2018-01-02,2888,130,165649578,7.72,1.9,0.77
2018-01-02,3189,131,165495050,25.37,5.47,0.87
2018-01-02,1609,132,165297675,19.37,0.0,1.16
2018-01-02,1515,133,164500206,57.47,0.96,3.99
2018-01-02,1526,134,164472524,22.93,1.2,4.52
2018-01-02,2458,135,163349340,18.93,3.47,2.66
2018-01-02,2542,136,159592066,17.54,11.59,1.61
2018-01-02,3094,137,158182412,34.18,4.07,1.92
2018-01-02,4958,138,157633905,14.57,3.32,1.6
2018-01-02,1536,139,157472001,29.82,2.41,5.91
2018-01-02,2885,140,152980630,10.45,3.26,0.78
2018-01-02,3016,141,148669322,69.48,0.0,2.89
2018-01-02,3167,142,148549181,14.55,2.76,2.63
2018-01-02,2892,143,148403987,12.69,7.16,1.25
2018-01-02,2514,144,147857331,6.63,2.3,0.81
2018-01-02,1802,145,139029104,76.38,0.0,1.44
2018-01-02,1722,146,138658655,54.24,5.38,0.78
2018-01-02,2884,147,136062332,13.8,6.51,1.32
2018-01-02,6116,148,135891120,3.9,4.98,0.8
2018-01-02,8464,149,135516632,25.47,3.1,8.55
2018-01-02,1909,150,130331245,10.63,3.59,1.73
2018-04-02,2317,1,4835468263,11.0,5.11,1.41
2018-04-02,2330,2,4702581241,18.63,3.25,4.2
2018-04-02,2337,3,4294337004,16.9,2.32,3.78
2018-04-02,2377,4,3189771800,17.38,4.43,3.08
2018-04-02,2327,5,2681410059,25.76,3.38,5.65
2018-04-02,3708,6,2390107095,63.01,1.29,3.5
2018-04-02,9958,7,2357528636,255.31,0.37,6.55
2018-04-02,3008,8,1925090270,16.45,1.99,4.62
2018-04-02,2455,9,1368066647,52.58,2.23,7.29
2018-04-02,2399,10,1300560332,43.21,3.31,1.81
2018-04-02,2031,11,1288339880,11.21,5.13,1.9
2018-04-02,2492,12,1203826421,22.5,1.0,3.44
2018-04-02,2456,13,1145487498,21.46,3.77,2.93
2018-04-02,1589,14,1064746484,41.45,1.59,1.19
2018-04-02,2412,15,1063387033,22.46,4.27,2.39
2018-04-02,2454,16,1044401848,21.77,2.82,2.04
2018-04-02,3406,17,964440500,28.62,1.16,4.08
2018-04-02,2027,18,933410056,26.65,3.92,2.23
2018-04-02,2409,19,912719585,4.09,10.91,0.64
2018-04-02,2498,20,906305157,,0.0,1.64
